Fecha Ing Muestra,Muestra,Carta Camara,Fecha de Certificacion,Certificado,Fecha Factura,PtoVta,Letra,Numero Factura,Id,Razón Social,Laboratorios,Tipo analisis,Especies,Importe Solicitud
06-22-20,368052,7,06-24-20,54,06-25-20,4,FA,580,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-22-20,368053,7,06-24-20,53,06-25-20,4,FA,580,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-22-20,368054,7,06-24-20,52,06-25-20,4,FA,580,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-22-20,368055,7,06-24-20,51,06-25-20,4,FA,580,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-22-20,368103,3,06-30-20,65,07-01-20,4,FA,599,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-22-20,368104,3,06-30-20,64,07-01-20,4,FA,599,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-22-20,368105,3,06-30-20,63,07-01-20,4,FA,599,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-22-20,368106,3,06-30-20,62,07-01-20,4,FA,599,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-22-20,368107,3,06-30-20,61,07-01-20,4,FA,599,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-22-20,368108,3,06-30-20,60,07-01-20,4,FA,599,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-22-20,368109,3,06-30-20,59,07-01-20,4,FA,599,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-22-20,368110,3,06-30-20,58,07-01-20,4,FA,599,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368185,9,07-03-20,111,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368186,9,07-03-20,110,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368187,9,07-03-20,109,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368188,9,07-03-20,108,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368189,9,07-03-20,107,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368190,9,07-03-20,106,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368191,9,07-03-20,105,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368192,9,07-03-20,104,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368193,9,07-03-20,103,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368194,9,07-03-20,102,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368195,9,07-03-20,101,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368196,9,07-03-20,100,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368197,9,07-03-20,99,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368198,9,07-03-20,98,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368199,9,07-03-20,97,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368200,9,07-03-20,96,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368201,9,07-03-20,95,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368202,9,07-03-20,94,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368203,9,07-03-20,93,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368204,9,07-03-20,92,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368205,9,07-03-20,91,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368206,9,07-03-20,90,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368207,9,07-03-20,89,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368208,9,07-03-20,88,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368209,9,07-03-20,87,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368210,9,07-03-20,86,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368211,9,07-03-20,85,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368212,9,07-03-20,84,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368213,9,07-03-20,83,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368214,9,07-03-20,82,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368215,9,07-03-20,81,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368216,9,07-03-20,80,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368217,9,07-03-20,79,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368218,9,07-03-20,78,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368219,9,07-03-20,77,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368220,9,07-03-20,76,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368221,9,07-03-20,75,07-14-20,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368222,9,07-03-20,74,07-14-20,4,FA,611,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368223,9,07-03-20,73,07-14-20,4,FA,611,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368224,9,07-03-20,72,07-14-20,4,FA,611,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368225,9,07-03-20,71,07-14-20,4,FA,611,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368226,9,07-03-20,70,07-14-20,4,FA,611,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368227,9,07-03-20,69,07-14-20,4,FA,611,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-26-20,368228,9,07-03-20,68,07-14-20,4,FA,611,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
06-25-20,368229,8,07-03-20,67,07-03-20,4,FA,601,1894,NN,Semillas,Soja,Soja,$ 1700.00
06-25-20,368230,8,07-03-20,66,07-03-20,4,FA,601,1894,NN,Semillas,Soja,Soja,$ 1700.00
06-30-20,368255,10,07-08-20,129,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368256,10,07-08-20,128,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368257,10,07-08-20,127,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368258,10,07-08-20,126,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368259,10,07-08-20,125,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368260,10,07-08-20,124,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368261,10,07-08-20,123,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368262,10,07-08-20,122,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368263,10,07-08-20,121,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368264,10,07-08-20,120,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368265,10,07-08-20,119,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368266,10,07-08-20,118,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368267,10,07-08-20,117,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368268,10,07-08-20,116,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368269,10,07-08-20,115,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368270,10,07-08-20,114,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368271,10,07-08-20,113,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368272,10,07-08-20,112,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
06-30-20,368275,11,07-22-20,235,07-24-20,4,FA,629,1506,NN,Semillas,Semilla Vital,Setaria,$ 4450.00
07-01-20,368278,12,07-08-20,146,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-01-20,368279,12,07-08-20,145,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-01-20,368280,12,07-08-20,144,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-01-20,368281,12,07-08-20,143,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-01-20,368282,12,07-08-20,142,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-01-20,368283,12,07-08-20,141,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-01-20,368284,12,07-08-20,140,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-01-20,368285,12,07-08-20,139,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-01-20,368286,12,07-08-20,138,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-01-20,368287,12,07-08-20,137,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-01-20,368288,12,07-08-20,136,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-01-20,368289,12,07-14-20,135,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-01-20,368290,12,07-08-20,134,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-01-20,368291,12,07-08-20,133,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-01-20,368292,12,07-08-20,132,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-01-20,368293,12,07-08-20,131,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-01-20,368294,12,07-08-20,130,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-06-20,368352,13,07-15-20,154,07-15-20,4,FA,617,2379,NN,Semillas,Fuerza Total,Soja,$ 2300.00
07-06-20,368353,13,07-15-20,153,07-15-20,4,FA,617,2379,NN,Semillas,Fuerza Total,Soja,$ 2300.00
07-06-20,368354,13,07-15-20,152,07-15-20,4,FA,617,2379,NN,Semillas,Fuerza Total,Soja,$ 2300.00
07-06-20,368355,14,07-14-20,151,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-06-20,368356,14,07-14-20,150,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-06-20,368357,14,07-14-20,149,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-06-20,368358,14,07-14-20,148,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-06-20,368359,14,07-14-20,147,07-15-20,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368390,15,07-15-20,176,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368391,15,07-15-20,175,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368392,15,07-15-20,174,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368393,15,07-15-20,173,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368394,15,07-15-20,172,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368395,15,07-15-20,171,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368396,15,07-15-20,170,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368397,15,07-15-20,169,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368398,15,07-15-20,168,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368399,15,07-15-20,167,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368400,15,07-15-20,166,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368401,15,07-15-20,165,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368402,15,07-15-20,164,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368403,15,07-15-20,163,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368404,15,07-15-20,162,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368405,15,07-15-20,161,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368406,15,07-15-20,160,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368407,15,07-15-20,159,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368408,15,07-15-20,158,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368409,15,07-15-20,157,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368410,15,07-15-20,156,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-07-20,368411,15,07-15-20,155,07-16-20,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-08-20,368417,18,07-21-20,227,07-21-20,4,FA,627,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
07-08-20,368418,18,07-21-20,226,07-21-20,4,FA,627,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
07-08-20,368419,18,07-21-20,225,07-21-20,4,FA,627,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
07-08-20,368420,18,07-21-20,224,07-21-20,4,FA,627,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
07-08-20,368421,18,07-21-20,223,07-21-20,4,FA,627,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
07-08-20,368422,18,07-21-20,222,07-21-20,4,FA,627,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
07-08-20,368423,18,07-21-20,221,07-21-20,4,FA,627,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
07-08-20,368424,18,07-21-20,220,07-21-20,4,FA,627,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 3700.00
07-08-20,368425,17,07-16-20,195,07-16-20,4,FA,622,68427,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-08-20,368426,17,07-16-20,194,07-16-20,4,FA,622,68427,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-08-20,368427,17,07-16-20,193,07-16-20,4,FA,622,68427,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-08-20,368428,17,07-16-20,192,07-16-20,4,FA,622,68427,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-08-20,368429,17,07-16-20,191,07-16-20,4,FA,622,68427,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-08-20,368430,17,07-16-20,190,07-16-20,4,FA,622,68427,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-08-20,368431,17,07-16-20,189,07-16-20,4,FA,622,68427,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-08-20,368432,17,07-16-20,188,07-16-20,4,FA,622,68427,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-08-20,368433,17,07-16-20,187,07-16-20,4,FA,622,68427,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-08-20,368434,17,07-16-20,186,07-16-20,4,FA,622,68427,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-08-20,368435,17,07-16-20,185,07-16-20,4,FA,622,68427,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-08-20,368436,17,07-16-20,184,07-16-20,4,FA,622,68427,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
07-08-20,368437,17,07-16-20,183,07-16-20,4,FA,622,68427,NN,Semillas,Convenio Syngenta Soja Completo,Soja,$ 2000.00
