fecha_ing_muestra,id_muestra,carta_camara,fecha_de_certificacion,certificado,fecha_factura,ptovta,letra,numero_factura,id_cliente,razon_social,laboratorios,tipo_analisis,especies,importe_solicitud,anio
2020-06-22,368106,3.0,2020-06-30,62,2020-07-01,4,FA,599,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-22,368107,3.0,2020-06-30,61,2020-07-01,4,FA,599,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-22,368108,3.0,2020-06-30,60,2020-07-01,4,FA,599,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-22,368109,3.0,2020-06-30,59,2020-07-01,4,FA,599,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-22,368110,3.0,2020-06-30,58,2020-07-01,4,FA,599,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368185,9.0,2020-07-03,111,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368186,9.0,2020-07-03,110,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368187,9.0,2020-07-03,109,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368188,9.0,2020-07-03,108,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368189,9.0,2020-07-03,107,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368190,9.0,2020-07-03,106,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368191,9.0,2020-07-03,105,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368192,9.0,2020-07-03,104,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368193,9.0,2020-07-03,103,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368194,9.0,2020-07-03,102,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368195,9.0,2020-07-03,101,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368196,9.0,2020-07-03,100,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368197,9.0,2020-07-03,99,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368198,9.0,2020-07-03,98,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368199,9.0,2020-07-03,97,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368200,9.0,2020-07-03,96,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368201,9.0,2020-07-03,95,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368202,9.0,2020-07-03,94,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368203,9.0,2020-07-03,93,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368204,9.0,2020-07-03,92,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368205,9.0,2020-07-03,91,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368206,9.0,2020-07-03,90,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368207,9.0,2020-07-03,89,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368208,9.0,2020-07-03,88,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368209,9.0,2020-07-03,87,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368210,9.0,2020-07-03,86,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368211,9.0,2020-07-03,85,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368212,9.0,2020-07-03,84,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368213,9.0,2020-07-03,83,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368214,9.0,2020-07-03,82,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368215,9.0,2020-07-03,81,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368216,9.0,2020-07-03,80,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368217,9.0,2020-07-03,79,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368218,9.0,2020-07-03,78,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368219,9.0,2020-07-03,77,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368220,9.0,2020-07-03,76,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368221,9.0,2020-07-03,75,2020-07-14,4,FA,612,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368222,9.0,2020-07-03,74,2020-07-14,4,FA,611,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368223,9.0,2020-07-03,73,2020-07-14,4,FA,611,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368224,9.0,2020-07-03,72,2020-07-14,4,FA,611,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368225,9.0,2020-07-03,71,2020-07-14,4,FA,611,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368226,9.0,2020-07-03,70,2020-07-14,4,FA,611,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368227,9.0,2020-07-03,69,2020-07-14,4,FA,611,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-26,368228,9.0,2020-07-03,68,2020-07-14,4,FA,611,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-06-25,368229,8.0,2020-07-03,67,2020-07-03,4,FA,601,1894,NN,Semillas,Soja,Soja,1700.0,2020
2020-06-25,368230,8.0,2020-07-03,66,2020-07-03,4,FA,601,1894,NN,Semillas,Soja,Soja,1700.0,2020
2020-06-30,368255,10.0,2020-07-08,129,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368256,10.0,2020-07-08,128,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368257,10.0,2020-07-08,127,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368258,10.0,2020-07-08,126,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368259,10.0,2020-07-08,125,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368260,10.0,2020-07-08,124,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368261,10.0,2020-07-08,123,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368262,10.0,2020-07-08,122,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368263,10.0,2020-07-08,121,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368264,10.0,2020-07-08,120,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368265,10.0,2020-07-08,119,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368266,10.0,2020-07-08,118,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368267,10.0,2020-07-08,117,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368268,10.0,2020-07-08,116,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368269,10.0,2020-07-08,115,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368270,10.0,2020-07-08,114,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368271,10.0,2020-07-08,113,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368272,10.0,2020-07-08,112,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-06-30,368275,11.0,2020-07-22,235,2020-07-24,4,FA,629,1506,NN,Semillas,Semilla Vital,Setaria,4450.0,2020
2020-07-01,368278,12.0,2020-07-08,146,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-01,368279,12.0,2020-07-08,145,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-01,368280,12.0,2020-07-08,144,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-01,368281,12.0,2020-07-08,143,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-01,368282,12.0,2020-07-08,142,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-01,368283,12.0,2020-07-08,141,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-01,368284,12.0,2020-07-08,140,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-01,368285,12.0,2020-07-08,139,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-01,368286,12.0,2020-07-08,138,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-01,368287,12.0,2020-07-08,137,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-01,368288,12.0,2020-07-08,136,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-01,368289,12.0,2020-07-14,135,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-01,368290,12.0,2020-07-08,134,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-01,368291,12.0,2020-07-08,133,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-01,368292,12.0,2020-07-08,132,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-01,368293,12.0,2020-07-08,131,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-01,368294,12.0,2020-07-08,130,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-06,368352,13.0,2020-07-15,154,2020-07-15,4,FA,617,2379,NN,Semillas,Fuerza Total,Soja,2300.0,2020
2020-07-06,368353,13.0,2020-07-15,153,2020-07-15,4,FA,617,2379,NN,Semillas,Fuerza Total,Soja,2300.0,2020
2020-07-06,368354,13.0,2020-07-15,152,2020-07-15,4,FA,617,2379,NN,Semillas,Fuerza Total,Soja,2300.0,2020
2020-07-06,368355,14.0,2020-07-14,151,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-06,368356,14.0,2020-07-14,150,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-06,368357,14.0,2020-07-14,149,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-06,368358,14.0,2020-07-14,148,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-06,368359,14.0,2020-07-14,147,2020-07-15,4,FA,616,392,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368390,15.0,2020-07-15,176,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368391,15.0,2020-07-15,175,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368392,15.0,2020-07-15,174,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368393,15.0,2020-07-15,173,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368394,15.0,2020-07-15,172,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368395,15.0,2020-07-15,171,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368396,15.0,2020-07-15,170,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368397,15.0,2020-07-15,169,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368398,15.0,2020-07-15,168,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368399,15.0,2020-07-15,167,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368400,15.0,2020-07-15,166,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368401,15.0,2020-07-15,165,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368402,15.0,2020-07-15,164,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368403,15.0,2020-07-15,163,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368404,15.0,2020-07-15,162,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368405,15.0,2020-07-15,161,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368406,15.0,2020-07-15,160,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368407,15.0,2020-07-15,159,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368408,15.0,2020-07-15,158,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368409,15.0,2020-07-15,157,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368410,15.0,2020-07-15,156,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-07,368411,15.0,2020-07-15,155,2020-07-16,4,FA,621,522,NN,Semillas,Convenio Syngenta Soja Completo,Soja,2000.0,2020
2020-07-08,368417,18.0,2020-07-21,227,2020-07-21,4,FA,627,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-07-08,368418,18.0,2020-07-21,226,2020-07-21,4,FA,627,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-07-08,368419,18.0,2020-07-21,225,2020-07-21,4,FA,627,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-07-08,368420,18.0,2020-07-21,224,2020-07-21,4,FA,627,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-07-08,368421,18.0,2020-07-21,223,2020-07-21,4,FA,627,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-07-08,368422,18.0,2020-07-21,222,2020-07-21,4,FA,627,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-07-08,368423,18.0,2020-07-21,221,2020-07-21,4,FA,627,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
2020-07-08,368424,18.0,2020-07-21,220,2020-07-21,4,FA,627,2795,NN,Semillas,Convenio Syngenta Soja Completo,Soja,3700.0,2020
